name,link,uses,inconvinients
Norco,https://www.drugs.com/norco.html,"['Norco contains a combination of acetaminophen and hydrocodone. Hydrocodone is an opioid pain medication. An opioid is sometimes called a narcotic. Acetaminophen is a less potent pain reliever that increases the effects of hydrocodone.', 'Norco is used to relieve moderate to moderately severe pain.', 'Norco may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction to Norco: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should give naloxone and/or seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up.', 'In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking this medicine and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen.', 'Call your doctor at once if you have:', 'Serious breathing problems may be more likely in older adults and in those who are debilitated or have wasting syndrome or chronic breathing disorders.', 'Common Norco side effects include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Norepinephrine,https://www.drugs.com/mtm/norepinephrine.html,"['Norepinephrine is similar to adrenaline. It is used to treat life-threatening low blood pressure (hypotension) that can occur with certain medical conditions or surgical procedures. Norepinephrine is often used during CPR (cardio-pulmonary resuscitation).', 'Norepinephrine may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Tell your caregivers at once if you have:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Norethindrone,https://www.drugs.com/mtm/norethindrone.html,"['Norethindrone is a form of progesterone, a female hormone important for regulating ovulation and menstruation.', 'Norethindrone is used for birth control (contraception) to prevent pregnancy.', 'Norethindrone is also used to treat menstrual disorders, endometriosis, or abnormal vaginal bleeding caused by a hormone imbalance.', 'Not all brands of  norethindrone are for the same uses. Some brands are for use only as contraception. Others are for use in treating endometriosis or vaginal bleeding disorders. Avoid medication errors by using only the brand, form, and strength your doctor prescribes.', 'Norethindrone may also be used for other purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Norethindrone may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of norethindrone may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Norflex,https://www.drugs.com/mtm/norflex.html,"['Norflex is a muscle relaxer.', 'Norflex is used together with rest and physical therapy to treat skeletal muscle conditions such as pain or injury.', 'Norflex may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Norflex may cause serious side effects. Stop using Norflex and call your doctor at once if you have:', 'Common side effects of Norflex may include:', 'This is not a complete list of side effects and others may occur. Tell your doctor about any unusual or bothersome side effect. You may report side effects to FDA at 1-800-FDA-1088.']"
Nortriptyline,https://www.drugs.com/nortriptyline.html,"['Nortriptyline is a tricyclic antidepressant. It affects chemicals in the brain that may be unbalanced in people with depression.', 'Nortriptyline is used to treat symptoms of depression.', 'Nortriptyline is not recommended for use in children.']","['Get emergency medical help if you have signs of an allergic reaction to nortriptyline: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.', 'Call your doctor at once if you have:', 'Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea.', 'Common nortriptyline side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Norvasc,https://www.drugs.com/norvasc.html,"['Norvasc (amlodipine) belongs to a class of medications called calcium channel blockers. Amlodipine lowers blood pressure by relaxing the blood vessels so the heart does not have to pump as hard.', 'Norvasc is used to treat certain types of angina (chest pain) and other conditions caused by coronary artery disease (narrowing of the blood vessels that supply blood to the heart).', 'Norvasc controls chest pain by increasing the supply of blood to the heart. If taken regularly, amlodipine controls chest pain, but it does not stop chest pain once it starts. Your doctor may prescribe a different medication to take when you have chest pain.', 'Norvasc is also used alone or in combination with other medicines to treat high blood pressure (hypertension) in adults and children at least 6 years old. Lowering blood pressure may lower your risk of a stroke or heart attack.']","['Get emergency medical help if you have signs of an allergic reaction to Norvasc: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'In rare cases, when you first start taking Norvasc, your chest pain may get worse or you could have a heart attack. Seek emergency medical attention or call your doctor right away if you have symptoms such as: chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating.', 'Norvasc may cause serious side effects. Call your doctor at once if you have:', 'Common Norvasc side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Nourianz,https://www.drugs.com/nourianz.html,"['Nourianz is is an adenosine receptor antagonist. Adenosine receptors are involved with the regulation of motor (muscle) behaviour.', 'Nourianz is given with levodopa and carbidopa to treat ""wearing-off"" episodes (muscle stiffness, loss of muscle control) in people with Parkinson\'s disease.', 'Nourianz is a prescription medicine and is supplied as a 20mg or 40mg tablet.']","['Get emergency medical help if you have signs of an allergic reaction to Nourianz: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'You may have increased sexual urges, unusual urges to gamble, or other intense urges while taking this medicine. Talk with your doctor if this occurs.', 'Common Nourianz side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Novolin N,https://www.drugs.com/mtm/novolin-n.html,"['Insulin is a hormone that works by lowering levels of glucose (sugar) in the blood. Novolin N is an intermediate-acting insulin that starts to work within 2 to 4 hours after injection, peaks in 4 to 12 hours, and keeps working for 12 to 18 hours.', 'Novolin N is used to improve blood sugar control in adults and children with diabetes mellitus.', 'Novolin N may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of insulin allergy: redness or swelling where an injection was given, itchy skin rash over the entire body, trouble breathing, chest tightness, feeling like you might pass out, or swelling in your tongue or throat.', 'Novolin N may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of Novolin N may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
NovoLog,https://www.drugs.com/novolog.html,"['NovoLog is a fast-acting insulin that starts to work about 15 minutes after injection, peaks in about 1 hour, and keeps working for 2 to 4 hours. Insulin is a hormone that works by lowering levels of glucose (sugar) in the blood.', 'NovoLog is used to improve blood sugar control in adults and children with diabetes mellitus.', 'This medicine is sometimes used together with a long-acting or intermediate-acting insulin.', 'NovoLog is used to treat type 2 diabetes in adults.', 'NovoLog is also used to treat type 1 diabetes in adults and children who are at least 2 years old.']","['Get emergency medical help if you have signs of an allergic reaction to NovoLog: redness or swelling where an injection was given, itchy skin rash over the entire body, trouble breathing, fast heartbeats, feeling like you might pass out, or swelling in your tongue or throat.', 'Call your doctor at once if you have:', 'Common NovoLog side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
NP Thyroid,https://www.drugs.com/mtm/np-thyroid.html,"[""Desiccated (dried) thyroid is a combination of hormones that are normally produced by your thyroid gland to regulate the body's energy and metabolism. Desiccated thyroid is given when the thyroid does not produce enough of this hormone on its own."", 'Desiccated thyroid treats hypothyroidism (low thyroid hormone). Desiccated thyroid is also used to treat or prevent goiter (enlarged thyroid gland), and is also given as part of a medical tests for thyroid disorders.', 'Desiccated thyroid should not be used to treat obesity or weight problems.', 'Desiccated thyroid may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Common side effects may include temporary hair loss (especially in children).', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
NPlate,https://www.drugs.com/nplate.html,"['Nplate is a man-made form of a protein that increases production of platelets (blood-clotting cells) in your body.', 'Nplate is a prescription medicine used to prevent bleeding episodes in people with chronic immune thrombocytopenic purpura (ITP), a bleeding condition caused by a lack of platelets in the blood.', 'Nplate is for use in adults and children who are at least 1 year old.', 'Nplate is also used to treat people including newborns who have been exposed to high levels of radiation (acute radiation syndrome). The effectiveness of Nplate for this use was only studied in animals, because it could not be studied in people.']","['Get emergency medical help if you have signs of an allergic reaction to Nplate: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'Common Nplate side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Nubeqa,https://www.drugs.com/nubeqa.html,"['Nubeqa is a prescription medicine used to treat prostate cancer.', 'Nubeqa is used to treat prostate cancer that has not spread to other parts of your body and no longer responds to a medical or surgical treatment that lowers testosterone (non-metastatic castration-resistant prostate cancer or nmCRPC).', 'Nubeqa is also used to treat prostate cancer that has spread to other parts of the body and responds to medical or surgical treatment that lowers testosterone (metastatic hormone-sensitive prostate cancer or mHSPC), in combination with docetaxel.\xa0', 'It is not known if Nubeqa is safe and effective in children or in females.']","['Get emergency medical help if you have signs of an allergic reaction to Nubeqa: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'Your cancer treatments may be delayed if you have certain side effects.', 'Common Nubeqa side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Nurtec ODT,https://www.drugs.com/nurtec-odt.html,"['Nurtec ODT (rimegepant) is used to treat acute migraine attacks (with or without aura) and is also used to prevent episodic migraines.', 'Nurtec ODT is a calcitonin gene-related peptide (CGRP) receptor blocker, so it works by blocking CGRP receptors in the brain to reduce migraine symptoms of headache, nausea, vomiting, light sensitivity, and sound sensitivity, and it also can be taken regularly prevent as many as episodic migraines from happening.\xa0', 'Nurtec is an orally disintegrating tablet (ODT) that dissolves on the tongue or under the tongue, without the need to take it with a glass of water. Because Nurtec ODT dissolves in the mouth, it gets absorbed into the bloodstream very quickly.\xa0 Nurtec ODT starts working within one hour to relieve pain from migraine, and in 2 hours 59.3% of migraine patients had pain relief, according to clinical trials.', 'Nurtec ODT was first approved by the FDA on February 27, 2020.']","['Nurtec ODT can cause an allergic reaction which can be serious. If you experience any of the following symptoms, you should immediately call your doctor or get emergency medical treatment:', 'An allergic reaction called delayed hypersensitivity reactions may occur days after you have taken this medicine and can be severe.', 'The most common side effect of Nurtec is nausea, when it is used for acute treatment of migraine attacks.', 'When Nurtec ODT is used as a preventive treatment of episodic migraine, its most common side effects are nausea, indigestion and stomach pain.', 'This medicine may cause other side effects. Call your doctor if you have any unusual problems while taking this medication.']"
NuvaRing,https://www.drugs.com/nuvaring.html,"['The NuvaRing vaginal ring contains a combination of ethinyl estradiol and etonogestrel are female hormones that prevent ovulation (the release of an egg from an ovary).', 'The hormones in NuvaRing also causes changes in your cervical mucus and uterine lining, making it harder for sperm to reach the uterus and harder for a fertilized egg to attach to the uterus.', 'The NuvaRing vaginal ring is used as contraception to prevent pregnancy.']","['Get emergency medical help if you have signs of an allergic reaction to NuvaRing: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Nuvaring may cause serious side effects. Stop using Nuvaring and call your doctor at once if you have:', 'Common side effects of NuvaRing may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Nuvigil,https://www.drugs.com/nuvigil.html,"['Nuvigil is a medication that promotes wakefulness.', 'Nuvigil is used to treat excessive sleepiness caused by sleep apnea, narcolepsy, or shift work sleep disorder.', 'Nuvigil may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction to Nuvigil: (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).', 'Skin rashes serious enough to require hospitalization have occurred in people using a medicine similar to Nuvigil. These rashes usually occurred within 1 to 5 weeks after the first dose.', 'Stop taking Nuvigil and call your doctor at the first sign of any skin rash, no matter how minor you think it might be.', 'Seek medical treatment if you have symptoms of a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash, fever, swollen glands, flu-like symptoms, unusual bruising, or jaundice (yellowing of your skin or eyes).', 'Stop using Nuvigil and call your doctor at once if you have:', 'Common Nuvigil side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Nystatin,https://www.drugs.com/mtm/nystatin.html,"['Nystatin when taken by mouth is used to treat yeast infections in the mouth.', 'Oral nystatin is not absorbed into your bloodstream and will not treat fungal infections in other parts of the body or on the skin.', 'Nystatin may also be used for purposes other than those listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Stop using nystatin if you have mouth irritation.', 'Nystatin may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of nystatin may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Ocella,https://www.drugs.com/mtm/ocella.html,"['Ocella is a combination birth control pill containing female hormones that prevent ovulation (the release of an egg from an ovary).  Ocella also causes changes in your cervical mucus and uterine lining, making it harder for sperm to reach the uterus and harder for a fertilized egg to attach to the uterus.', 'Ocella is used as contraception to prevent pregnancy. This medicine is also used to treat moderate acne in women who are at least 14 years old and have started having menstrual periods, and who wish to use birth control pills.', 'Yaz is also used to treat the symptoms of premenstrual dysphoric disorder (PMDD), such as anxiety, depression, irritability, trouble concentrating, lack of energy, sleep or appetite changes, breast tenderness, joint or muscle pain, headache, and weight gain.', 'Ocella may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Birth control pills may cause serious side effects. Stop using birth control pills and call your doctor at once if you have:', 'Common side effects of Ocella may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Ocrevus,https://www.drugs.com/ocrevus.html,"['Ocrevus (ocrelizumab) is a monoclonal antibody used for the treatment of a central nervous system (CNS) disorder called multiple sclerosis (MS).', ""It's not known exactly how Ocrevus works in people with MS, but it targets and binds to B-cells expressing CD20 on their surface, which results in their destruction via antibody-dependent cellular cytolysis and complement-mediate lysis. B cells are a type of white blood cell that contributes to the development and ongoing disease process involved in MS in a number of ways. The CD20 antigen is mainly found on the surface of B cells, which are also known as B lymphocytes, making it a good target for MS and certain other conditions affecting B cells."", 'Ocrevus was approved by the US Food and Drug Administration (FDA) in March 2017.']","['Ocrevus may cause serious side effects, including:', 'These are not all the possible side effects of this medication. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Octreotide,https://www.drugs.com/pro/octreotide.html,,
Odefsey,https://www.drugs.com/odefsey.html,"['Odefsey contains a combination of emtricitabine, rilpivirine, and tenofovir. Emtricitabine, rilpivirine, and tenofovir are antiviral medicines that prevent human immunodeficiency virus (HIV) from multiplying in your body. HIV-1 is the virus that causes AIDS (Acquired Immune Deficiency Syndrome).', 'Odefsey is a prescription medicine that is used to treat Human Immunodeficiency Virus-1 (HIV-1) in people who have never taken HIV medicines before. This medicine is not a cure for HIV or AIDS.', 'Odefsey is for use in adults and children who are at least 12 years old.', 'Odefsey should not be taken together with other antiviral medications to treat HIV or AIDS.']","['Get emergency medical help if you have signs of an allergic reaction to Odefsey: hives, blistering skin rash with fever; mouth sores, eye redness; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'Some people develop lactic acidosis while taking HIV medication. Early symptoms may get worse over time and this condition can be fatal. Get emergency medical help if you have even mild symptoms such as: muscle pain or weakness, numb or cold feeling in your arms and legs, trouble breathing, stomach pain, nausea with vomiting, fast or uneven heart rate, dizziness, or feeling very weak or tired.', 'Call your doctor at once if you have:', 'Odefsey may increase your risk of certain infections or autoimmune disorders by changing the way your immune system works. Symptoms may occur weeks or months after you start treatment. Tell your doctor if you have:', 'Common Odefsey side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Ofev,https://www.drugs.com/ofev.html,"['Ofev is used in people with diseases that cause scar tissue (fibrosis) to form deep within the lungs. The scar tissue thickens and becomes stiff over time, which can make it harder for your lungs to work. Decreased lung function can make it hard for you to breathe. Other medical problems can occur when your brain, heart, and other organs do not get enough oxygen.', 'Ofev is used to treat a lung disease called idiopathic pulmonary fibrosis (IPF).', 'Ofev is also used to treat chronic (long lasting) interstitial lung disease in which the scar tissue keeps getting worse.', 'Ofev is also used to slow the decline in lung function in people with a disorder called systemic sclerosis-associated interstitial lung disease (sometimes called scleroderma-associated ILD).', 'Ofev is not a cure for IPF or ILD, but this medicine can slow the effects of these diseases on your lungs.']","['Get emergency medical help if you have signs of an allergic reaction to Ofev: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'Liver problems may be more likely in women, in people who weigh less than 143 pounds (65 kilograms), and in people of Asian descent.', 'Your doses may be delayed if you have certain side effects.', 'Common Ofev side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Ofloxacin,https://www.drugs.com/mtm/ofloxacin.html,"['Ofloxacin is a fluoroquinolone (flor-o-KWIN-o-lone) antibiotic that fights bacteria in the body.', 'Ofloxacin is used to treat bacterial infections of the skin, lungs, prostate, or urinary tract (bladder and kidneys). Ofloxacin is also used to treat pelvic inflammatory disease and Chlamydia and/or gonorrhea.', 'Fluoroquinolone antibiotics can cause serious or disabling side effects that may not be reversible. Ofloxacin should be used only for infections that cannot be treated with a safer antibiotic.', 'Ofloxacin may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling).', 'Ofloxacin can cause serious side effects, including tendon problems, side effects on your nerves (which may cause permanent nerve damage), serious mood or behavior changes (after just one dose), or low blood sugar (which can lead to coma).', 'Stop taking  ofloxacin and call your doctor at once if you have:', 'In rare cases, ofloxacin may cause damage to your aorta, the main blood artery of the body. This could lead to dangerous bleeding or death. Get emergency medical help if you have severe and constant pain in your chest, stomach, or back.', 'Also, stop using ofloxacin and call your doctor at once if you have:', 'Common side effects of ofloxacin may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Ofloxacin ophthalmic,https://www.drugs.com/mtm/ofloxacin-ophthalmic.html,"['Ofloxacin is a fluoroquinolone (flor-o-KWIN-o-lone) antibiotic that fights bacteria in the body.', 'Ofloxacin ophthalmic (for use in the eyes) is used to treat bacterial infections of the eyes.', 'Ofloxacin ophthalmic is also used to treat an ulcer in the cornea of the eye.', 'Ofloxacin will not treat a viral or fungal infection of the eye.', 'Ofloxacin ophthalmic may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Ofloxacin ophthalmic may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of ofloxacin ophthalmic may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Ojjaara,https://www.drugs.com/ojjaara.html,"['Ojjaara (momelotinib) is a Janus Kinase inhibitor that may be used to treat intermediate or high-risk myelofibrosis (MF) in adults with anemia.', 'Myelofibrosis is a rare type of bone marrow cancer that progressively impairs red blood cell production because of scarring. Abnormal blood cells eventually replace normal cells. It is thought to be driven by dysregulation of the JAK-STAT pathway.', 'Ojjaara works by inhibiting wild-type Janus Kinase 1 and 2 (JAK1/JAK2) and mutant JAK2V617F, these are enzymes that are part of the Janus Kinase family, which are essential for cytokine signaling (cytokines are small proteins that affect the growth of blood cells and other cells that are involved in inflammation and the immune response). Mutations in JAK are associated with several leukemias, lymphomas, and myeloproliferative diseases including polycythemia vera (PV).', 'The activity of Ojjaara for JAK2 is higher than that for other Janus Kinases, JAK3, and tyrosine kinase (TYK2).\xa0 It also inhibits activin A receptor type 1 (ACVR1, also called ALK2), which inhibits hepcidin, a hormone in your liver that regulates how your body uses iron. This increases the availability of iron and red blood cell production. Because Ojjaara inhibits ACVR1/ALK2 as well as JAK1 and JAK2, it has the potential to improve symptoms of anemia and splenomegaly, while preserving platelet count.', 'Ojjaara was FDA approved on September 15, 2023.']","['Ojjaara may cause serious side effects, including an increased risk of infections. Tell your doctor if you develop any signs of an infection such as:', 'Ojjaara may affect your blood counts. Your healthcare provider will do blood tests to check your blood counts before you start treatment and during treatment. Tell your healthcare provider right away if you have any signs of bleeding during treatment with Ojjaara, including:', 'Ojjaara may cause new or worsening increased liver enzymes and bilirubin in your blood. Your healthcare provider will check your liver enzymes before starting treatment, every month for the first 6 months of treatment, and then as needed during treatment.\xa0 Tell your healthcare provider if you develop any of the following signs or symptoms of liver problems:', 'Major cardiac events have happened, especially in people with cardiac risk factors and who are current or past smokers, taking another Janus Kinase (JAK) inhibitor to treat rheumatoid arthritis. (Ojjaara is in the JAK family of medicines).', 'Get emergency help right away if you have any symptoms of a heart attack or stroke while taking Ojjaara, including:', 'Tell your healthcare provider if you have had blood clots in the veins of your legs or lungs in the past or if you have any signs and symptoms of blood clots during treatment with Ojjaara, including:', 'These are not all of the possible side effects of Ojjaara. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088.']"
Olanzapine,https://www.drugs.com/olanzapine.html,"['Olanzapine is an atypical antipsychotic that may be used to treat adults and adolescents aged 13 and older with schizophrenia or bipolar I disorder. For bipolar I disorder, it may be used:', 'For treatment-resistant depression, olanzapine is used in combination with fluoxetine (Symbyax).', 'Olanzapine is available as oral tablets, orally disintegrating tablets, or an injection that is given into a muscle (intramuscular [IM]). The olanzapine IM preparation is only for acute agitation associated with schizophrenia and bipolar I mania in adults.', 'Olanzapine may work by blocking certain receptors in the brain, notably dopamine and serotonin, although the exact way it works in schizophrenia and bipolar I disorder is unknown.', 'Olanzapine was FDA approved on September 30, 1996, under the brand name Zyprexa. Generic olanzapine is available.']","['Olanzapine may cause serious side effects such as an increased risk of death or stroke in elderly patients with dementia, a higher risk of suicide when taken with fluoxetine, metabolic changes, tardive dyskinesia, low blood pressure, and blood cell disorders. See the warnings below for a full list of serious side effects.', 'Common side effects of olanzapine that affect 5% or more people who take it include postural hypotension (a drop in blood pressure when going from a lying or sitting position to standing)', 'Other side effects may include increased salivation, speech disorder, forgetfulness, and the feeling of pins and needles in your limbs.', 'Teenagers experienced greater increases in prolactin, liver enzymes, and sleepiness, when compared with adults.', 'Tell your doctor about any side effect that bothers you or does not go away.', 'These are not all the possible side effects of olanzapine. For more information, ask your doctor or pharmacist. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088.']"
Olaparib,https://www.drugs.com/olaparib.html,"['Olaparib (Lynparza) is a PARP inhibitor used to treat types of breast cancer, prostate cancer, ovarian cancer, pancreatic cancer, fallopian tube cancer, or peritoneal cancer. Olaparib works by blocking a protein called PARP which helps cancer cells repair themselves, blocking PARP causes the cancer cells die.', 'Olaparib is often used if your cancer has a specific genetic marker, including BRAC1, BRCA2, HRR, and HER2-negative. Your doctor will test you for this gene.', 'Olaparib is a tablet that is usually taken twice daily, with or without food.', 'Lynparza was first FDA-approved in 2014 for advanced ovarian cancer.']","['Common olaparib side effects may include:', 'Serious olaparib side effects\nGet emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'You may get infections more easily, even serious or fatal infections. Call your doctor right away if you have signs of infection such as:', 'Your cancer treatments may be delayed if you have certain side effects.', 'Some people who take olaparib with a gonadotropin-releasing hormone (GnRH) medicine may develop a blood clot in the leg or in the lung. Call your doctor if you have pain or swelling in your arm or leg, shortness of breath, chest pain, rapid breathing, or fast heartbeats.', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Olmesartan,https://www.drugs.com/mtm/olmesartan.html,"['Olmesartan is an angiotensin II receptor blocker (sometimes called an ARB).', 'Olmesartan is used to treat high blood pressure (hypertension) in adults and children at least 6 years old. It is sometimes given together with other blood pressure medications.', 'Olmesartan may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Olmesartan may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of olmesartan may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Olopatadine,https://www.drugs.com/monograph/olopatadine.html,"['Used ophthalmically for symptomatic management of ocular itching associated with allergic conjunctivitis.   ', 'Used intranasally to provide symptomatic relief of seasonal allergic rhinitis (e.g., hay fever).', 'Provides symptomatic relief of nasal congestion, rhinorrhea, nasal itching, and sneezing.']",
Olopatadine ophthalmic,https://www.drugs.com/mtm/olopatadine-ophthalmic.html,"['Olopatadine is an antihistamine that reduces the natural chemical histamine in the body. Histamine can produce symptoms of itching or watery eyes.', 'Olopatadine ophthalmic (for the eye) is used to treat eye itching caused by allergies.', 'Olopatadine ophthalmic may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.', ' olopatadine ophthalmic may cause serious side effects. Stop using  olopatadine ophthalmic and call your doctor at once if you have:', 'Less serious side effects may be more likely, and you may have none at all.', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Olux,https://www.drugs.com/mtm/olux.html,"['Clobetasol is a highly potent steroid that helps reduce inflammation in the body.', 'Olux (for the skin) is used to treat inflammation and itching caused by plaque psoriasis or skin conditions that respond to steroid medication.', 'Olux may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Olux may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of Olux may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
